JD,Date_UT,Body,Sign,Deg,Lon,Notes,Source
2446701.6184375,1986-09-29 00:00:00,Moon,Leo,8458351506860.583,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446703.8952314816,1986-10-01 00:00:00,Moon,Virgo,9251530425781.283,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446706.172037037,1986-10-03 00:00:00,Moon,Libra,21421764055.65,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446708.4488310185,1986-10-05 00:00:00,Moon,Scorpio,15010807348886.916,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446710.725625,1986-10-08 00:00:00,Moon,Sagittarius,8039741412124.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446713.0024305554,1986-10-10 00:00:00,Moon,Capricorn,17077008427.183332,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446715.279224537,1986-10-12 00:00:00,Moon,Aquarius,4896584397651.533,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446717.5560300928,1986-10-15 00:00:00,Moon,Pisces,22653958391.55,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446719.832824074,1986-10-17 00:00:00,Moon,Aries,10666096167801.117,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446722.109618056,1986-10-19 00:00:00,Moon,Taurus,114592629601248.61,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446724.386423611,1986-10-21 00:00:00,Moon,Gemini,18309203975.75,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446726.6632175925,1986-10-24 00:00:00,Moon,Cancer,551873216565.7333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446728.940023148,1986-10-26 00:00:00,Moon,Leo,23885131668.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446731.2168171294,1986-10-28 00:00:00,Moon,Virgo,6311150139671.366,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446733.493611112,1986-10-30 00:00:00,Moon,Libra,71145517790381.61,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446735.7704166668,1986-11-02 00:00:00,Moon,Scorpio,19541399524.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446738.047210648,1986-11-04 00:00:00,Moon,Sagittarius,12873828702145.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446740.324016204,1986-11-06 00:00:00,Moon,Capricorn,25117327216.616665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446742.600810185,1986-11-09 00:00:00,Moon,Aquarius,1966438958585.5667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446744.8776041665,1986-11-11 00:00:00,Moon,Pisces,2759617877506.2334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446747.1544097224,1986-11-13 00:00:00,Moon,Aries,20773595072.866665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446749.431203704,1986-11-15 00:00:00,Moon,Taurus,8529117521059.8,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446751.7079976853,1986-11-18 00:00:00,Moon,Gemini,9889509800516.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446753.9848032407,1986-11-20 00:00:00,Moon,Cancer,14288394444165.434,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446756.261597222,1986-11-22 00:00:00,Moon,Leo,15081573363086.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446758.5384027776,1986-11-25 00:00:00,Moon,Virgo,22004768349.383335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446760.815196759,1986-11-27 00:00:00,Moon,Libra,4174183619526.067,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446763.091990741,1986-11-29 00:00:00,Moon,Scorpio,49775731322977.484,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446765.3687962964,1986-12-01 00:00:00,Moon,Sagittarius,17661034992.966667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446767.645590278,1986-12-04 00:00:00,Moon,Capricorn,10736862182000.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446769.9223958333,1986-12-06 00:00:00,Moon,Aquarius,23236962685.283333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446772.1991898147,1986-12-08 00:00:00,Moon,Pisces,16496139105105.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446774.475983796,1986-12-10 00:00:00,Moon,Aries,622639230764.9166,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446776.752789352,1986-12-13 00:00:00,Moon,Taurus,18892208269.483334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446779.029583333,1986-12-15 00:00:00,Moon,Gemini,639215100095.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446781.306388889,1986-12-17 00:00:00,Moon,Cancer,2446915823.383333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446783.5831828704,1986-12-20 00:00:00,Moon,Leo,12151427924020.15,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446785.859976852,1986-12-22 00:00:00,Moon,Virgo,129445947163429.86,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446788.136782408,1986-12-24 00:00:00,Moon,Libra,20124403818.033333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446790.4135763887,1986-12-26 00:00:00,Moon,Scorpio,2037204972784.75,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446792.69037037,1986-12-29 00:00:00,Moon,Sagittarius,1163705098443.7334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446794.967175926,1986-12-31 00:00:00,Moon,Capricorn,780671674301.5333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446797.2439699075,1987-01-02 00:00:00,Moon,Aquarius,8599883535258.983,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446799.520775463,1987-01-05 00:00:00,Moon,Pisces,21356599366.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446801.7975694444,1987-01-07 00:00:00,Moon,Aries,14359160458364.633,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446804.074363426,1987-01-09 00:00:00,Moon,Taurus,152327250698.26666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446806.3511689813,1987-01-11 00:00:00,Moon,Gemini,17011843738.133333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446808.627962963,1987-01-14 00:00:00,Moon,Cancer,4255172354173.2,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446810.904768518,1987-01-16 00:00:00,Moon,Leo,22588794915.15,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446813.1815625,1987-01-18 00:00:00,Moon,Virgo,1001444927734.1833,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446815.458356481,1987-01-20 00:00:00,Moon,Libra,108076160696025.7,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446817.735162037,1987-01-23 00:00:00,Moon,Scorpio,18244039286.7,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446820.0119560184,1987-01-25 00:00:00,Moon,Sagittarius,16566905119305.133,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446822.288761574,1987-01-27 00:00:00,Moon,Capricorn,2381996697.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446824.565555556,1987-01-30 00:00:00,Moon,Aquarius,5669738096193.033,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446826.842349537,1987-02-01 00:00:00,Moon,Pisces,64629048885158.72,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446829.1191550926,1987-02-03 00:00:00,Moon,Aries,19476234835.25,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446831.395949074,1987-02-05 00:00:00,Moon,Taurus,1222219393826.4333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446833.672754629,1987-02-08 00:00:00,Moon,Gemini,25052162527.566666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446835.949548611,1987-02-10 00:00:00,Moon,Cancer,1314804194659.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446838.2263425924,1987-02-12 00:00:00,Moon,Leo,2107970986983.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446840.5031481483,1987-02-15 00:00:00,Moon,Virgo,20708430383.816666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446842.7799421297,1987-02-17 00:00:00,Moon,Libra,787747063059.15,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446845.056736111,1987-02-19 00:00:00,Moon,Scorpio,33731621612489.25,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446847.3335416666,1987-02-21 00:00:00,Moon,Sagittarius,1363675968032.0166,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446849.610335648,1987-02-24 00:00:00,Moon,Capricorn,14429926472563.816,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446851.8871412035,1987-02-26 00:00:00,Moon,Aquarius,21939603660.316666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446854.1639351854,1987-02-28 00:00:00,Moon,Pisces,3532759449451.717,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446856.440729167,1987-03-02 00:00:00,Moon,Aries,43259383683714.766,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446858.7175347223,1987-03-05 00:00:00,Moon,Taurus,17595871516.566666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446860.994328704,1987-03-07 00:00:00,Moon,Gemini,10085215291478.018,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446863.271134259,1987-03-09 00:00:00,Moon,Cancer,23171799208.883335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446865.5479282406,1987-03-12 00:00:00,Moon,Leo,15844492214583.65,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446867.824722222,1987-03-14 00:00:00,Moon,Virgo,166376590069073.94,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446870.101527778,1987-03-16 00:00:00,Moon,Libra,18828067065.133335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446872.3783217594,1987-03-18 00:00:00,Moon,Scorpio,5740504110392.217,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446874.655127315,1987-03-21 00:00:00,Moon,Sagittarius,24403994757.433334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446876.9319212963,1987-03-23 00:00:00,Moon,Capricorn,11499781033497.85,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446879.2087152777,1987-03-25 00:00:00,Moon,Aquarius,122929478258206.95,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446881.485520833,1987-03-27 00:00:00,Moon,Pisces,20059239128.983334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446883.7623148146,1987-03-30 00:00:00,Moon,Aries,1385570208858.4834,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446886.0391087965,1987-04-01 00:00:00,Moon,Taurus,5222930549644.934,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446888.315914352,1987-04-03 00:00:00,Moon,Gemini,7155069852412.083,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446890.5927083334,1987-04-06 00:00:00,Moon,Cancer,7948236644736.7,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446892.869513889,1987-04-08 00:00:00,Moon,Leo,21291434677.55,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446895.1463078703,1987-04-10 00:00:00,Moon,Virgo,1370751356789.6333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446897.423101852,1987-04-12 00:00:00,Moon,Libra,116735915350.96666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446899.699907408,1987-04-15 00:00:00,Moon,Scorpio,16947702533.783333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446901.976701389,1987-04-17 00:00:00,Moon,Sagittarius,3603525463650.9,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446904.2535069445,1987-04-19 00:00:00,Moon,Capricorn,22523630226.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446906.530300926,1987-04-22 00:00:00,Moon,Aquarius,9362802386756.533,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446908.8070949074,1987-04-24 00:00:00,Moon,Pisces,10155981305677.2,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446911.083900463,1987-04-26 00:00:00,Moon,Aries,18178875810.3,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446913.3606944443,1987-04-28 00:00:00,Moon,Taurus,1591525822881.8833,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446915.6375,1987-05-01 00:00:00,Moon,Gemini,23755825774.65,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446917.9142939816,1987-05-03 00:00:00,Moon,Cancer,5018091205670.733,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446920.191087963,1987-05-05 00:00:00,Moon,Leo,5811270124591.4,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446922.4678935185,1987-05-07 00:00:00,Moon,Virgo,19411071358.866665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446924.7446875,1987-05-10 00:00:00,Moon,Libra,11570547047697.033,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446927.0214930554,1987-05-12 00:00:00,Moon,Scorpio,2498699905.116667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446929.298287037,1987-05-14 00:00:00,Moon,Sagittarius,66315730421.8,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446931.5750810187,1987-05-17 00:00:00,Moon,Capricorn,1466558943505.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446933.851886574,1987-05-19 00:00:00,Moon,Aquarius,20643266907.416668,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446936.128680556,1987-05-21 00:00:00,Moon,Pisces,7225835866611.25,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446938.405474537,1987-05-23 00:00:00,Moon,Aries,13523359922696.184,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446940.6822800925,1987-05-26 00:00:00,Moon,Taurus,12985112789716.85,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446942.959074074,1987-05-28 00:00:00,Moon,Gemini,13778279582041.518,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446945.23587963,1987-05-30 00:00:00,Moon,Cancer,21875461243.316666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446947.512673612,1987-06-02 00:00:00,Moon,Leo,2881124685525.45,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446949.7894675927,1987-06-04 00:00:00,Moon,Virgo,36742914778491.87,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446952.066273148,1987-06-06 00:00:00,Moon,Libra,17530706827.516666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446954.3430671296,1987-06-08 00:00:00,Moon,Scorpio,9433568400955.732,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446956.619872685,1987-06-11 00:00:00,Moon,Sagittarius,2310663451.983333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446958.8966666665,1987-06-13 00:00:00,Moon,Capricorn,15192845324061.367,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446961.173460648,1987-06-15 00:00:00,Moon,Aquarius,159860242429811.28,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446963.450266204,1987-06-17 00:00:00,Moon,Pisces,18762902376.083332,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446965.7270601853,1987-06-20 00:00:00,Moon,Aries,5088857219869.934,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446968.0038657407,1987-06-22 00:00:00,Moon,Taurus,24338830068.383335,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446970.280659722,1987-06-24 00:00:00,Moon,Gemini,10848134142975.566,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446972.557453704,1987-06-27 00:00:00,Moon,Cancer,116413130618944.28,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446974.834259259,1987-06-29 00:00:00,Moon,Leo,19994075652.583332,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446977.111053241,1987-07-01 00:00:00,Moon,Virgo,744146038784.1333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446979.3878472224,1987-07-03 00:00:00,Moon,Libra,3731283110885.8667,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446981.664652778,1987-07-06 00:00:00,Moon,Scorpio,6503422961889.767,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446983.94144676,1987-07-08 00:00:00,Moon,Sagittarius,7296601880810.434,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446986.2182523147,1987-07-10 00:00:00,Moon,Capricorn,21226271201.15,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446988.495046296,1987-07-12 00:00:00,Moon,Aquarius,13055878803916.066,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446990.7718402776,1987-07-15 00:00:00,Moon,Pisces,5157122629081.767,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446993.048645833,1987-07-17 00:00:00,Moon,Aries,16882537844.733334,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446995.325439815,1987-07-19 00:00:00,Moon,Taurus,2951890699724.6333,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446997.6022453704,1987-07-22 00:00:00,Moon,Gemini,22458465537.05,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2446999.879039352,1987-07-24 00:00:00,Moon,Cancer,8711167622830.267,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447002.1558333333,1987-07-26 00:00:00,Moon,Leo,95043344151540.1,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447004.4326388887,1987-07-28 00:00:00,Moon,Virgo,18113711121.25,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447006.70943287,1987-07-31 00:00:00,Moon,Libra,15263611338260.55,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447008.986238426,1987-08-02 00:00:00,Moon,Scorpio,23690661085.6,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447011.2630324075,1987-08-04 00:00:00,Moon,Sagittarius,4366456441744.467,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447013.539826389,1987-08-07 00:00:00,Moon,Capricorn,51596232340673.12,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447015.8166319444,1987-08-09 00:00:00,Moon,Aquarius,19345906669.816666,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447018.093425926,1987-08-11 00:00:00,Moon,Pisces,10918900157174.75,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
2447020.3702314813,1987-08-13 00:00:00,Moon,Aries,24921834362.116665,,"Moon ingress (approx) via mean sidereal motion; for high-precision, compute from ELP82.DAT",MASTER_Ephem_SYSTEM.csv
